"rank","freq","name","rho","method"
"36",0.0909090909090909,"X53",0.5,"forward"
"40",0.0909090909090909,"X53",0.5,"forward"
"54",0.0909090909090909,"X53",0.5,"forward"
"69",0.0909090909090909,"X53",0.5,"forward"
"78",0.0909090909090909,"X53",0.5,"forward"
"93",0.0909090909090909,"X53",0.5,"forward"
"94",0.0909090909090909,"X53",0.5,"forward"
"96",0.0909090909090909,"X53",0.5,"forward"
"20",0.0909090909090909,"X46",0.5,"forward"
"35",0.0909090909090909,"X46",0.5,"forward"
"36",0.0909090909090909,"X46",0.5,"forward"
"42",0.0909090909090909,"X46",0.5,"forward"
"43",0.0909090909090909,"X46",0.5,"forward"
"48",0.0909090909090909,"X46",0.5,"forward"
"50",0.0909090909090909,"X46",0.5,"forward"
"59",0.0909090909090909,"X46",0.5,"forward"
"69",0.0909090909090909,"X46",0.5,"forward"
"80",0.0909090909090909,"X46",0.5,"forward"
"93",0.0909090909090909,"X46",0.5,"forward"
"30",0.0909090909090909,"X50",0.5,"forward"
"31",0.0909090909090909,"X50",0.5,"forward"
"36",0.0909090909090909,"X50",0.5,"forward"
"39",0.0909090909090909,"X50",0.5,"forward"
"42",0.0909090909090909,"X50",0.5,"forward"
"67",0.0909090909090909,"X50",0.5,"forward"
"71",0.181818181818182,"X50",0.5,"forward"
"73",0.0909090909090909,"X50",0.5,"forward"
"81",0.0909090909090909,"X50",0.5,"forward"
"90",0.0909090909090909,"X50",0.5,"forward"
"11",0.0909090909090909,"X87",0.5,"forward"
"18",0.0909090909090909,"X87",0.5,"forward"
"25",0.181818181818182,"X87",0.5,"forward"
"26",0.0909090909090909,"X87",0.5,"forward"
"37",0.0909090909090909,"X87",0.5,"forward"
"44",0.0909090909090909,"X87",0.5,"forward"
"47",0.0909090909090909,"X87",0.5,"forward"
"67",0.181818181818182,"X87",0.5,"forward"
"84",0.0909090909090909,"X87",0.5,"forward"
"27",0.0909090909090909,"X81",0.5,"forward"
"33",0.0909090909090909,"X81",0.5,"forward"
"34",0.0909090909090909,"X81",0.5,"forward"
"36",0.0909090909090909,"X81",0.5,"forward"
"38",0.0909090909090909,"X81",0.5,"forward"
"54",0.0909090909090909,"X81",0.5,"forward"
"62",0.0909090909090909,"X81",0.5,"forward"
"79",0.0909090909090909,"X81",0.5,"forward"
"90",0.0909090909090909,"X81",0.5,"forward"
"96",0.0909090909090909,"X81",0.5,"forward"
"97",0.0909090909090909,"X81",0.5,"forward"
"11",0.0909090909090909,"X47",0.5,"forward"
"27",0.0909090909090909,"X47",0.5,"forward"
"39",0.0909090909090909,"X47",0.5,"forward"
"44",0.0909090909090909,"X47",0.5,"forward"
"60",0.0909090909090909,"X47",0.5,"forward"
"62",0.0909090909090909,"X47",0.5,"forward"
"84",0.0909090909090909,"X47",0.5,"forward"
"87",0.0909090909090909,"X47",0.5,"forward"
"91",0.0909090909090909,"X47",0.5,"forward"
"92",0.0909090909090909,"X47",0.5,"forward"
"98",0.0909090909090909,"X47",0.5,"forward"
"15",0.0909090909090909,"X65",0.5,"forward"
"17",0.0909090909090909,"X65",0.5,"forward"
"20",0.0909090909090909,"X65",0.5,"forward"
"33",0.0909090909090909,"X65",0.5,"forward"
"40",0.0909090909090909,"X65",0.5,"forward"
"69",0.0909090909090909,"X65",0.5,"forward"
"72",0.0909090909090909,"X65",0.5,"forward"
"73",0.0909090909090909,"X65",0.5,"forward"
"75",0.0909090909090909,"X65",0.5,"forward"
"88",0.0909090909090909,"X65",0.5,"forward"
"94",0.0909090909090909,"X65",0.5,"forward"
"18",0.0909090909090909,"X45",0.5,"forward"
"19",0.0909090909090909,"X45",0.5,"forward"
"31",0.0909090909090909,"X45",0.5,"forward"
"41",0.0909090909090909,"X45",0.5,"forward"
"42",0.0909090909090909,"X45",0.5,"forward"
"44",0.0909090909090909,"X45",0.5,"forward"
"52",0.0909090909090909,"X45",0.5,"forward"
"59",0.272727272727273,"X45",0.5,"forward"
"74",0.0909090909090909,"X45",0.5,"forward"
"10",0.0909090909090909,"X41",0.5,"forward"
"13",0.0909090909090909,"X41",0.5,"forward"
"24",0.0909090909090909,"X41",0.5,"forward"
"28",0.0909090909090909,"X41",0.5,"forward"
"42",0.0909090909090909,"X41",0.5,"forward"
"45",0.0909090909090909,"X41",0.5,"forward"
"59",0.0909090909090909,"X41",0.5,"forward"
"61",0.0909090909090909,"X41",0.5,"forward"
"62",0.0909090909090909,"X41",0.5,"forward"
"73",0.0909090909090909,"X41",0.5,"forward"
"100",0.0909090909090909,"X41",0.5,"forward"
"25",0.0909090909090909,"X62",0.5,"forward"
"41",0.0909090909090909,"X62",0.5,"forward"
"42",0.0909090909090909,"X62",0.5,"forward"
"43",0.0909090909090909,"X62",0.5,"forward"
"48",0.0909090909090909,"X62",0.5,"forward"
"49",0.0909090909090909,"X62",0.5,"forward"
"63",0.0909090909090909,"X62",0.5,"forward"
"74",0.0909090909090909,"X62",0.5,"forward"
"77",0.0909090909090909,"X62",0.5,"forward"
"91",0.0909090909090909,"X62",0.5,"forward"
"96",0.0909090909090909,"X62",0.5,"forward"
"29",0.0909090909090909,"X86",0.5,"forward"
"34",0.0909090909090909,"X86",0.5,"forward"
"44",0.0909090909090909,"X86",0.5,"forward"
"47",0.181818181818182,"X86",0.5,"forward"
"57",0.0909090909090909,"X86",0.5,"forward"
"68",0.0909090909090909,"X86",0.5,"forward"
"74",0.0909090909090909,"X86",0.5,"forward"
"80",0.0909090909090909,"X86",0.5,"forward"
"83",0.0909090909090909,"X86",0.5,"forward"
"84",0.0909090909090909,"X86",0.5,"forward"
"7",0.0909090909090909,"X15",0.5,"forward"
"10",0.0909090909090909,"X15",0.5,"forward"
"22",0.0909090909090909,"X15",0.5,"forward"
"23",0.0909090909090909,"X15",0.5,"forward"
"27",0.0909090909090909,"X15",0.5,"forward"
"29",0.0909090909090909,"X15",0.5,"forward"
"45",0.0909090909090909,"X15",0.5,"forward"
"47",0.0909090909090909,"X15",0.5,"forward"
"54",0.0909090909090909,"X15",0.5,"forward"
"57",0.0909090909090909,"X15",0.5,"forward"
"61",0.0909090909090909,"X15",0.5,"forward"
"30",0.0909090909090909,"X73",0.5,"forward"
"46",0.0909090909090909,"X73",0.5,"forward"
"57",0.0909090909090909,"X73",0.5,"forward"
"61",0.181818181818182,"X73",0.5,"forward"
"64",0.0909090909090909,"X73",0.5,"forward"
"69",0.0909090909090909,"X73",0.5,"forward"
"70",0.0909090909090909,"X73",0.5,"forward"
"82",0.0909090909090909,"X73",0.5,"forward"
"85",0.0909090909090909,"X73",0.5,"forward"
"90",0.0909090909090909,"X73",0.5,"forward"
"22",0.0909090909090909,"X76",0.5,"forward"
"30",0.0909090909090909,"X76",0.5,"forward"
"34",0.0909090909090909,"X76",0.5,"forward"
"47",0.0909090909090909,"X76",0.5,"forward"
"53",0.0909090909090909,"X76",0.5,"forward"
"58",0.0909090909090909,"X76",0.5,"forward"
"65",0.0909090909090909,"X76",0.5,"forward"
"73",0.0909090909090909,"X76",0.5,"forward"
"87",0.0909090909090909,"X76",0.5,"forward"
"91",0.0909090909090909,"X76",0.5,"forward"
"96",0.0909090909090909,"X76",0.5,"forward"
"20",0.181818181818182,"X23",0.5,"forward"
"21",0.0909090909090909,"X23",0.5,"forward"
"48",0.181818181818182,"X23",0.5,"forward"
"56",0.0909090909090909,"X23",0.5,"forward"
"60",0.0909090909090909,"X23",0.5,"forward"
"63",0.181818181818182,"X23",0.5,"forward"
"65",0.0909090909090909,"X23",0.5,"forward"
"88",0.0909090909090909,"X23",0.5,"forward"
"19",0.0909090909090909,"X21",0.5,"forward"
"41",0.0909090909090909,"X21",0.5,"forward"
"49",0.0909090909090909,"X21",0.5,"forward"
"50",0.0909090909090909,"X21",0.5,"forward"
"52",0.0909090909090909,"X21",0.5,"forward"
"76",0.181818181818182,"X21",0.5,"forward"
"84",0.0909090909090909,"X21",0.5,"forward"
"94",0.181818181818182,"X21",0.5,"forward"
"95",0.0909090909090909,"X21",0.5,"forward"
"19",0.0909090909090909,"X24",0.5,"forward"
"28",0.0909090909090909,"X24",0.5,"forward"
"32",0.0909090909090909,"X24",0.5,"forward"
"50",0.0909090909090909,"X24",0.5,"forward"
"62",0.0909090909090909,"X24",0.5,"forward"
"65",0.0909090909090909,"X24",0.5,"forward"
"66",0.0909090909090909,"X24",0.5,"forward"
"73",0.0909090909090909,"X24",0.5,"forward"
"81",0.0909090909090909,"X24",0.5,"forward"
"85",0.0909090909090909,"X24",0.5,"forward"
"99",0.0909090909090909,"X24",0.5,"forward"
"30",0.0909090909090909,"X67",0.5,"forward"
"36",0.0909090909090909,"X67",0.5,"forward"
"40",0.0909090909090909,"X67",0.5,"forward"
"43",0.0909090909090909,"X67",0.5,"forward"
"44",0.0909090909090909,"X67",0.5,"forward"
"49",0.0909090909090909,"X67",0.5,"forward"
"51",0.0909090909090909,"X67",0.5,"forward"
"58",0.0909090909090909,"X67",0.5,"forward"
"68",0.0909090909090909,"X67",0.5,"forward"
"86",0.0909090909090909,"X67",0.5,"forward"
"99",0.0909090909090909,"X67",0.5,"forward"
"16",0.0909090909090909,"X34",0.5,"forward"
"24",0.0909090909090909,"X34",0.5,"forward"
"39",0.0909090909090909,"X34",0.5,"forward"
"45",0.0909090909090909,"X34",0.5,"forward"
"52",0.0909090909090909,"X34",0.5,"forward"
"54",0.0909090909090909,"X34",0.5,"forward"
"59",0.0909090909090909,"X34",0.5,"forward"
"60",0.0909090909090909,"X34",0.5,"forward"
"74",0.0909090909090909,"X34",0.5,"forward"
"85",0.0909090909090909,"X34",0.5,"forward"
"87",0.0909090909090909,"X34",0.5,"forward"
"16",0.0909090909090909,"X31",0.5,"forward"
"22",0.0909090909090909,"X31",0.5,"forward"
"26",0.0909090909090909,"X31",0.5,"forward"
"32",0.0909090909090909,"X31",0.5,"forward"
"52",0.0909090909090909,"X31",0.5,"forward"
"53",0.181818181818182,"X31",0.5,"forward"
"64",0.0909090909090909,"X31",0.5,"forward"
"77",0.0909090909090909,"X31",0.5,"forward"
"88",0.0909090909090909,"X31",0.5,"forward"
"97",0.0909090909090909,"X31",0.5,"forward"
"14",0.0909090909090909,"X42",0.5,"forward"
"26",0.0909090909090909,"X42",0.5,"forward"
"35",0.0909090909090909,"X42",0.5,"forward"
"44",0.0909090909090909,"X42",0.5,"forward"
"48",0.0909090909090909,"X42",0.5,"forward"
"51",0.0909090909090909,"X42",0.5,"forward"
"54",0.0909090909090909,"X42",0.5,"forward"
"68",0.0909090909090909,"X42",0.5,"forward"
"84",0.0909090909090909,"X42",0.5,"forward"
"86",0.0909090909090909,"X42",0.5,"forward"
"89",0.0909090909090909,"X42",0.5,"forward"
"22",0.0909090909090909,"X93",0.5,"forward"
"42",0.0909090909090909,"X93",0.5,"forward"
"49",0.181818181818182,"X93",0.5,"forward"
"55",0.0909090909090909,"X93",0.5,"forward"
"56",0.0909090909090909,"X93",0.5,"forward"
"64",0.0909090909090909,"X93",0.5,"forward"
"69",0.0909090909090909,"X93",0.5,"forward"
"76",0.0909090909090909,"X93",0.5,"forward"
"82",0.0909090909090909,"X93",0.5,"forward"
"97",0.0909090909090909,"X93",0.5,"forward"
"25",0.0909090909090909,"X30",0.5,"forward"
"30",0.0909090909090909,"X30",0.5,"forward"
"34",0.0909090909090909,"X30",0.5,"forward"
"50",0.0909090909090909,"X30",0.5,"forward"
"53",0.0909090909090909,"X30",0.5,"forward"
"56",0.0909090909090909,"X30",0.5,"forward"
"71",0.0909090909090909,"X30",0.5,"forward"
"72",0.0909090909090909,"X30",0.5,"forward"
"74",0.0909090909090909,"X30",0.5,"forward"
"79",0.0909090909090909,"X30",0.5,"forward"
"88",0.0909090909090909,"X30",0.5,"forward"
"33",0.0909090909090909,"X36",0.5,"forward"
"39",0.0909090909090909,"X36",0.5,"forward"
"49",0.0909090909090909,"X36",0.5,"forward"
"53",0.0909090909090909,"X36",0.5,"forward"
"57",0.0909090909090909,"X36",0.5,"forward"
"58",0.181818181818182,"X36",0.5,"forward"
"61",0.0909090909090909,"X36",0.5,"forward"
"68",0.0909090909090909,"X36",0.5,"forward"
"77",0.0909090909090909,"X36",0.5,"forward"
"83",0.0909090909090909,"X36",0.5,"forward"
"15",0.0909090909090909,"X92",0.5,"forward"
"16",0.0909090909090909,"X92",0.5,"forward"
"18",0.0909090909090909,"X92",0.5,"forward"
"56",0.0909090909090909,"X92",0.5,"forward"
"58",0.0909090909090909,"X92",0.5,"forward"
"71",0.0909090909090909,"X92",0.5,"forward"
"89",0.0909090909090909,"X92",0.5,"forward"
"91",0.0909090909090909,"X92",0.5,"forward"
"93",0.181818181818182,"X92",0.5,"forward"
"95",0.0909090909090909,"X92",0.5,"forward"
"23",0.0909090909090909,"X19",0.5,"forward"
"37",0.0909090909090909,"X19",0.5,"forward"
"46",0.0909090909090909,"X19",0.5,"forward"
"47",0.0909090909090909,"X19",0.5,"forward"
"52",0.0909090909090909,"X19",0.5,"forward"
"56",0.0909090909090909,"X19",0.5,"forward"
"59",0.0909090909090909,"X19",0.5,"forward"
"64",0.0909090909090909,"X19",0.5,"forward"
"72",0.0909090909090909,"X19",0.5,"forward"
"84",0.0909090909090909,"X19",0.5,"forward"
"87",0.0909090909090909,"X19",0.5,"forward"
"31",0.0909090909090909,"X49",0.5,"forward"
"37",0.0909090909090909,"X49",0.5,"forward"
"50",0.0909090909090909,"X49",0.5,"forward"
"51",0.0909090909090909,"X49",0.5,"forward"
"60",0.181818181818182,"X49",0.5,"forward"
"66",0.0909090909090909,"X49",0.5,"forward"
"72",0.181818181818182,"X49",0.5,"forward"
"82",0.0909090909090909,"X49",0.5,"forward"
"99",0.0909090909090909,"X49",0.5,"forward"
"10",0.0909090909090909,"X55",0.5,"forward"
"20",0.0909090909090909,"X55",0.5,"forward"
"22",0.0909090909090909,"X55",0.5,"forward"
"46",0.0909090909090909,"X55",0.5,"forward"
"61",0.0909090909090909,"X55",0.5,"forward"
"75",0.0909090909090909,"X55",0.5,"forward"
"77",0.0909090909090909,"X55",0.5,"forward"
"85",0.0909090909090909,"X55",0.5,"forward"
"87",0.0909090909090909,"X55",0.5,"forward"
"96",0.0909090909090909,"X55",0.5,"forward"
"100",0.0909090909090909,"X55",0.5,"forward"
"18",0.0909090909090909,"X18",0.5,"forward"
"26",0.0909090909090909,"X18",0.5,"forward"
"32",0.0909090909090909,"X18",0.5,"forward"
"36",0.0909090909090909,"X18",0.5,"forward"
"54",0.0909090909090909,"X18",0.5,"forward"
"62",0.0909090909090909,"X18",0.5,"forward"
"77",0.0909090909090909,"X18",0.5,"forward"
"82",0.0909090909090909,"X18",0.5,"forward"
"86",0.0909090909090909,"X18",0.5,"forward"
"96",0.0909090909090909,"X18",0.5,"forward"
"98",0.0909090909090909,"X18",0.5,"forward"
"9",0.0909090909090909,"X66",0.5,"forward"
"30",0.0909090909090909,"X66",0.5,"forward"
"32",0.0909090909090909,"X66",0.5,"forward"
"41",0.0909090909090909,"X66",0.5,"forward"
"43",0.0909090909090909,"X66",0.5,"forward"
"44",0.0909090909090909,"X66",0.5,"forward"
"60",0.0909090909090909,"X66",0.5,"forward"
"63",0.0909090909090909,"X66",0.5,"forward"
"64",0.0909090909090909,"X66",0.5,"forward"
"82",0.0909090909090909,"X66",0.5,"forward"
"83",0.0909090909090909,"X66",0.5,"forward"
"22",0.0909090909090909,"X79",0.5,"forward"
"25",0.0909090909090909,"X79",0.5,"forward"
"43",0.0909090909090909,"X79",0.5,"forward"
"64",0.0909090909090909,"X79",0.5,"forward"
"66",0.0909090909090909,"X79",0.5,"forward"
"68",0.0909090909090909,"X79",0.5,"forward"
"73",0.0909090909090909,"X79",0.5,"forward"
"86",0.0909090909090909,"X79",0.5,"forward"
"95",0.0909090909090909,"X79",0.5,"forward"
"97",0.181818181818182,"X79",0.5,"forward"
"11",0.0909090909090909,"X25",0.5,"forward"
"34",0.0909090909090909,"X25",0.5,"forward"
"37",0.0909090909090909,"X25",0.5,"forward"
"45",0.0909090909090909,"X25",0.5,"forward"
"52",0.0909090909090909,"X25",0.5,"forward"
"62",0.0909090909090909,"X25",0.5,"forward"
"64",0.0909090909090909,"X25",0.5,"forward"
"65",0.0909090909090909,"X25",0.5,"forward"
"72",0.0909090909090909,"X25",0.5,"forward"
"78",0.0909090909090909,"X25",0.5,"forward"
"93",0.0909090909090909,"X25",0.5,"forward"
"31",0.0909090909090909,"X22",0.5,"forward"
"37",0.0909090909090909,"X22",0.5,"forward"
"39",0.0909090909090909,"X22",0.5,"forward"
"41",0.0909090909090909,"X22",0.5,"forward"
"62",0.0909090909090909,"X22",0.5,"forward"
"66",0.0909090909090909,"X22",0.5,"forward"
"67",0.0909090909090909,"X22",0.5,"forward"
"69",0.0909090909090909,"X22",0.5,"forward"
"72",0.0909090909090909,"X22",0.5,"forward"
"92",0.0909090909090909,"X22",0.5,"forward"
"95",0.0909090909090909,"X22",0.5,"forward"
"11",0.0909090909090909,"X60",0.5,"forward"
"19",0.0909090909090909,"X60",0.5,"forward"
"26",0.0909090909090909,"X60",0.5,"forward"
"29",0.0909090909090909,"X60",0.5,"forward"
"31",0.0909090909090909,"X60",0.5,"forward"
"39",0.0909090909090909,"X60",0.5,"forward"
"48",0.0909090909090909,"X60",0.5,"forward"
"57",0.0909090909090909,"X60",0.5,"forward"
"64",0.0909090909090909,"X60",0.5,"forward"
"67",0.0909090909090909,"X60",0.5,"forward"
"78",0.0909090909090909,"X60",0.5,"forward"
"12",0.0909090909090909,"X35",0.5,"forward"
"19",0.0909090909090909,"X35",0.5,"forward"
"45",0.0909090909090909,"X35",0.5,"forward"
"50",0.0909090909090909,"X35",0.5,"forward"
"52",0.0909090909090909,"X35",0.5,"forward"
"58",0.0909090909090909,"X35",0.5,"forward"
"68",0.0909090909090909,"X35",0.5,"forward"
"71",0.0909090909090909,"X35",0.5,"forward"
"86",0.0909090909090909,"X35",0.5,"forward"
"94",0.0909090909090909,"X35",0.5,"forward"
"96",0.0909090909090909,"X35",0.5,"forward"
"12",0.0909090909090909,"X80",0.5,"forward"
"17",0.0909090909090909,"X80",0.5,"forward"
"26",0.0909090909090909,"X80",0.5,"forward"
"28",0.181818181818182,"X80",0.5,"forward"
"46",0.0909090909090909,"X80",0.5,"forward"
"49",0.0909090909090909,"X80",0.5,"forward"
"53",0.0909090909090909,"X80",0.5,"forward"
"69",0.0909090909090909,"X80",0.5,"forward"
"81",0.0909090909090909,"X80",0.5,"forward"
"90",0.0909090909090909,"X80",0.5,"forward"
"21",0.0909090909090909,"X29",0.5,"forward"
"23",0.0909090909090909,"X29",0.5,"forward"
"24",0.0909090909090909,"X29",0.5,"forward"
"43",0.0909090909090909,"X29",0.5,"forward"
"62",0.0909090909090909,"X29",0.5,"forward"
"68",0.0909090909090909,"X29",0.5,"forward"
"70",0.0909090909090909,"X29",0.5,"forward"
"86",0.0909090909090909,"X29",0.5,"forward"
"92",0.0909090909090909,"X29",0.5,"forward"
"94",0.0909090909090909,"X29",0.5,"forward"
"97",0.0909090909090909,"X29",0.5,"forward"
"10",0.0909090909090909,"X77",0.5,"forward"
"23",0.0909090909090909,"X77",0.5,"forward"
"25",0.0909090909090909,"X77",0.5,"forward"
"34",0.0909090909090909,"X77",0.5,"forward"
"35",0.0909090909090909,"X77",0.5,"forward"
"36",0.0909090909090909,"X77",0.5,"forward"
"38",0.0909090909090909,"X77",0.5,"forward"
"46",0.0909090909090909,"X77",0.5,"forward"
"58",0.0909090909090909,"X77",0.5,"forward"
"66",0.0909090909090909,"X77",0.5,"forward"
"71",0.0909090909090909,"X77",0.5,"forward"
"12",0.0909090909090909,"X37",0.5,"forward"
"15",0.0909090909090909,"X37",0.5,"forward"
"37",0.0909090909090909,"X37",0.5,"forward"
"38",0.0909090909090909,"X37",0.5,"forward"
"46",0.0909090909090909,"X37",0.5,"forward"
"53",0.0909090909090909,"X37",0.5,"forward"
"62",0.0909090909090909,"X37",0.5,"forward"
"72",0.0909090909090909,"X37",0.5,"forward"
"87",0.0909090909090909,"X37",0.5,"forward"
"89",0.0909090909090909,"X37",0.5,"forward"
"90",0.0909090909090909,"X37",0.5,"forward"
"39",0.0909090909090909,"X99",0.5,"forward"
"44",0.0909090909090909,"X99",0.5,"forward"
"46",0.0909090909090909,"X99",0.5,"forward"
"55",0.181818181818182,"X99",0.5,"forward"
"65",0.0909090909090909,"X99",0.5,"forward"
"73",0.0909090909090909,"X99",0.5,"forward"
"79",0.0909090909090909,"X99",0.5,"forward"
"80",0.0909090909090909,"X99",0.5,"forward"
"91",0.0909090909090909,"X99",0.5,"forward"
"94",0.0909090909090909,"X99",0.5,"forward"
"31",0.0909090909090909,"X84",0.5,"forward"
"48",0.0909090909090909,"X84",0.5,"forward"
"50",0.0909090909090909,"X84",0.5,"forward"
"53",0.0909090909090909,"X84",0.5,"forward"
"60",0.0909090909090909,"X84",0.5,"forward"
"64",0.0909090909090909,"X84",0.5,"forward"
"66",0.0909090909090909,"X84",0.5,"forward"
"70",0.0909090909090909,"X84",0.5,"forward"
"74",0.0909090909090909,"X84",0.5,"forward"
"80",0.0909090909090909,"X84",0.5,"forward"
"89",0.0909090909090909,"X84",0.5,"forward"
"13",0.0909090909090909,"X52",0.5,"forward"
"32",0.0909090909090909,"X52",0.5,"forward"
"33",0.0909090909090909,"X52",0.5,"forward"
"40",0.0909090909090909,"X52",0.5,"forward"
"51",0.0909090909090909,"X52",0.5,"forward"
"57",0.181818181818182,"X52",0.5,"forward"
"75",0.181818181818182,"X52",0.5,"forward"
"79",0.0909090909090909,"X52",0.5,"forward"
"85",0.0909090909090909,"X52",0.5,"forward"
"18",0.181818181818182,"X54",0.5,"forward"
"20",0.0909090909090909,"X54",0.5,"forward"
"24",0.0909090909090909,"X54",0.5,"forward"
"42",0.0909090909090909,"X54",0.5,"forward"
"45",0.0909090909090909,"X54",0.5,"forward"
"61",0.0909090909090909,"X54",0.5,"forward"
"70",0.0909090909090909,"X54",0.5,"forward"
"76",0.0909090909090909,"X54",0.5,"forward"
"81",0.0909090909090909,"X54",0.5,"forward"
"95",0.0909090909090909,"X54",0.5,"forward"
"5",0.181818181818182,"X11",0.5,"forward"
"8",0.0909090909090909,"X11",0.5,"forward"
"9",0.0909090909090909,"X11",0.5,"forward"
"13",0.0909090909090909,"X11",0.5,"forward"
"16",0.0909090909090909,"X11",0.5,"forward"
"21",0.0909090909090909,"X11",0.5,"forward"
"26",0.0909090909090909,"X11",0.5,"forward"
"29",0.0909090909090909,"X11",0.5,"forward"
"30",0.0909090909090909,"X11",0.5,"forward"
"77",0.0909090909090909,"X11",0.5,"forward"
"28",0.0909090909090909,"X17",0.5,"forward"
"34",0.0909090909090909,"X17",0.5,"forward"
"63",0.181818181818182,"X17",0.5,"forward"
"78",0.181818181818182,"X17",0.5,"forward"
"83",0.0909090909090909,"X17",0.5,"forward"
"85",0.0909090909090909,"X17",0.5,"forward"
"88",0.0909090909090909,"X17",0.5,"forward"
"91",0.0909090909090909,"X17",0.5,"forward"
"99",0.0909090909090909,"X17",0.5,"forward"
"15",0.0909090909090909,"X75",0.5,"forward"
"28",0.0909090909090909,"X75",0.5,"forward"
"34",0.0909090909090909,"X75",0.5,"forward"
"36",0.0909090909090909,"X75",0.5,"forward"
"46",0.0909090909090909,"X75",0.5,"forward"
"47",0.0909090909090909,"X75",0.5,"forward"
"54",0.181818181818182,"X75",0.5,"forward"
"58",0.0909090909090909,"X75",0.5,"forward"
"79",0.0909090909090909,"X75",0.5,"forward"
"82",0.0909090909090909,"X75",0.5,"forward"
"20",0.0909090909090909,"X59",0.5,"forward"
"27",0.0909090909090909,"X59",0.5,"forward"
"28",0.0909090909090909,"X59",0.5,"forward"
"37",0.0909090909090909,"X59",0.5,"forward"
"40",0.0909090909090909,"X59",0.5,"forward"
"45",0.0909090909090909,"X59",0.5,"forward"
"51",0.0909090909090909,"X59",0.5,"forward"
"79",0.0909090909090909,"X59",0.5,"forward"
"80",0.0909090909090909,"X59",0.5,"forward"
"81",0.0909090909090909,"X59",0.5,"forward"
"89",0.0909090909090909,"X59",0.5,"forward"
"11",0.0909090909090909,"X74",0.5,"forward"
"13",0.0909090909090909,"X74",0.5,"forward"
"17",0.0909090909090909,"X74",0.5,"forward"
"22",0.0909090909090909,"X74",0.5,"forward"
"28",0.0909090909090909,"X74",0.5,"forward"
"35",0.0909090909090909,"X74",0.5,"forward"
"40",0.0909090909090909,"X74",0.5,"forward"
"64",0.0909090909090909,"X74",0.5,"forward"
"81",0.181818181818182,"X74",0.5,"forward"
"90",0.0909090909090909,"X74",0.5,"forward"
"11",0.0909090909090909,"X91",0.5,"forward"
"29",0.0909090909090909,"X91",0.5,"forward"
"30",0.0909090909090909,"X91",0.5,"forward"
"43",0.0909090909090909,"X91",0.5,"forward"
"49",0.0909090909090909,"X91",0.5,"forward"
"51",0.0909090909090909,"X91",0.5,"forward"
"78",0.0909090909090909,"X91",0.5,"forward"
"82",0.0909090909090909,"X91",0.5,"forward"
"83",0.0909090909090909,"X91",0.5,"forward"
"88",0.0909090909090909,"X91",0.5,"forward"
"91",0.0909090909090909,"X91",0.5,"forward"
"15",0.0909090909090909,"X27",0.5,"forward"
"19",0.0909090909090909,"X27",0.5,"forward"
"24",0.0909090909090909,"X27",0.5,"forward"
"40",0.0909090909090909,"X27",0.5,"forward"
"55",0.0909090909090909,"X27",0.5,"forward"
"77",0.0909090909090909,"X27",0.5,"forward"
"78",0.0909090909090909,"X27",0.5,"forward"
"79",0.0909090909090909,"X27",0.5,"forward"
"80",0.0909090909090909,"X27",0.5,"forward"
"83",0.0909090909090909,"X27",0.5,"forward"
"91",0.0909090909090909,"X27",0.5,"forward"
"14",0.0909090909090909,"X95",0.5,"forward"
"20",0.0909090909090909,"X95",0.5,"forward"
"31",0.0909090909090909,"X95",0.5,"forward"
"35",0.0909090909090909,"X95",0.5,"forward"
"61",0.0909090909090909,"X95",0.5,"forward"
"66",0.0909090909090909,"X95",0.5,"forward"
"83",0.0909090909090909,"X95",0.5,"forward"
"84",0.0909090909090909,"X95",0.5,"forward"
"98",0.181818181818182,"X95",0.5,"forward"
"99",0.0909090909090909,"X95",0.5,"forward"
"24",0.0909090909090909,"X51",0.5,"forward"
"32",0.0909090909090909,"X51",0.5,"forward"
"34",0.0909090909090909,"X51",0.5,"forward"
"35",0.0909090909090909,"X51",0.5,"forward"
"40",0.0909090909090909,"X51",0.5,"forward"
"75",0.0909090909090909,"X51",0.5,"forward"
"76",0.181818181818182,"X51",0.5,"forward"
"85",0.0909090909090909,"X51",0.5,"forward"
"95",0.0909090909090909,"X51",0.5,"forward"
"99",0.0909090909090909,"X51",0.5,"forward"
"11",0.0909090909090909,"X98",0.5,"forward"
"33",0.0909090909090909,"X98",0.5,"forward"
"41",0.0909090909090909,"X98",0.5,"forward"
"45",0.0909090909090909,"X98",0.5,"forward"
"52",0.0909090909090909,"X98",0.5,"forward"
"59",0.0909090909090909,"X98",0.5,"forward"
"75",0.0909090909090909,"X98",0.5,"forward"
"79",0.0909090909090909,"X98",0.5,"forward"
"83",0.0909090909090909,"X98",0.5,"forward"
"86",0.0909090909090909,"X98",0.5,"forward"
"89",0.0909090909090909,"X98",0.5,"forward"
"9",0.0909090909090909,"X88",0.5,"forward"
"29",0.0909090909090909,"X88",0.5,"forward"
"32",0.0909090909090909,"X88",0.5,"forward"
"50",0.0909090909090909,"X88",0.5,"forward"
"61",0.0909090909090909,"X88",0.5,"forward"
"77",0.0909090909090909,"X88",0.5,"forward"
"79",0.0909090909090909,"X88",0.5,"forward"
"86",0.0909090909090909,"X88",0.5,"forward"
"87",0.0909090909090909,"X88",0.5,"forward"
"97",0.0909090909090909,"X88",0.5,"forward"
"98",0.0909090909090909,"X88",0.5,"forward"
